company_id,broker_id,name,licence_number,year_founded,employees,headquarters,description,offices
125,144,"ForexVox (Seychelles) Financial Services Ltd.","FSA SC SD142",2019,20+,"United Kingdom","<p><img alt="""" src=""/upload/Imagini_Descriere/forexvox-description.jpg"" style=""float:left; height:250px; width:350px"" /></p>

<p>MarketsVox, based in the City of London, has been created by traders for traders.</p>

<p>Their mission is to make the information and tuition being used by the major investment banks widely available to all. With that in mind, MarketsVox has teamed up with premier Tutors, Exchanges and News Providers in order to provide you with all the knowledge/instruments you will need on your journey to becoming the best trader you can be. To their mind, the tuition available in the marketplace is somewhat of a minefield. That is why MarketsVox (whose founding members are all major figures in the City of London and Europe) have created courses with its partners, which are certified by major exchanges.</p>

<p>Next, they identified that trading can be a lonely business if you do not have anyone to share your ideas with. That is why they created chatrooms with industry experts to be by your side. (These contributors will have gone through the rigorous on boarding requirements of the European Institute of Management and Finance (ElMF).) Add to this the `up to the second&rsquo; live audio news stream and their comprehensive product offering.</p>

<p>They, at MarketsVox feel that finally there is an answer to the needs of the traders from beginner all the way through to professional, to make trading a more level playing field.</p>","Seychelles, Ukraine"
126,145,"Trinota Markets Global","<a href=""https://www.fsaseychelles.sc/capital-markets/"">SD035</a>",2019,30+,Seychelles,"<p><img alt="""" src=""https://secure.m4markets.ms/uploads/public/banners/2021/06/30/bbf3652632d74ff7d37a808892c8f4fd.jpg"" style=""float:left; height:300px; width:300px"" />M4Markets founders are people who are not just traders themselves, but people who have been in the finance sector for so long that they bring with them a wealth of valuable knowledge and insights. At M4Markets, we have a deep understanding that fast execution and low latency are interlinked with creating a quality trading experience, so we have invested in the most cutting-edge technology available.</p>

<p>We are driven by our mission to provide the best possible trading conditions to our traders to give them a leg up in the markets and we have partnered with leading banking and non-banking financial institutions to provide a deep liquidity pool with access to the best available prices.</p>

<p>M4Markets is a regulated CFD broker offering clients the opportunity to trade on the world&rsquo;s key global markets. M4Markets was founded on a simple value: clients come first. We offer clients access to the Global markets through a safe and technologically advanced environment.</p>
",N/A
127,146,"CLSA Premium Pty Ltd.","<a href=""https://connectonline.asic.gov.au/RegistrySearch/faces/landing/ProfessionalRegisters.jspx?_adf.ctrl-state=tokv5e60t_4"">AFSL No. 226602</a>",2003,50+,Australia,"<p><img alt="""" src=""/upload/Imagini_Descriere/CLSA_Premium-description.jpg"" style=""float:left; height:234px; width:350px"" />CLSA Premium is a CITIC Securities company, holding an Australian Financial Services Licence (226602) authorized by ASIC to provide a wide range of financial services to clients.</p>

<p>CLSA Premium was listed on Hong Kong Stock Exchange (&ldquo;HKEx&rdquo;) in 2013 and transferred to the main board in 2017 (Stock Code: 6877.HK).</p>

<p>We have established multiple offices in Hong Kong, Australia and New Zealand, providing professional multi-asset trading services. We are committed to developing financial products with advanced technology and breaking through regional limits on financial services.</p>
",N/A
128,147,"FXChoice Ltd.",000067/164,2010,100+,Belize,"<p><img alt="""" src=""/upload/Imagini_Descriere/FXChoice-description.png"" style=""float:left; height:250px; width:300px"" />We are an STP broker, offering our clients some of the most competitive spreads in the market for trading CFDs in forex, commodities, indices, crypto and shares.</p>

<p>We are based in Belize and regulated by the International Financial Services Commission, placing a strong emphasis on customer support, trading technology and fund security.</p>

<p>As we look to the future, we are expanding into trading education, providing free webinars and educational material to our clients.</p>
",N/A
129,148,"ACY Capital Australia Limited, ACY Capital Group Pty Ltd","<a href=""https://www.vfsc.vu/"">VFSC 012868</a>, <a href=""https://asic.gov.au/for-finance-professionals/afs-licensees/"">AFSL 403863/474738</a>",2013,80+,Australia,"<p>Technology and <img alt="""" src=""/upload/Imagini_Descriere/ACY_Securities_description.jpg"" style=""float:left; height:250px; width:300px"" />education are at the core of our business in delivering an efficient trading platform and experience to traders. Acquiring Synergy FX represents an important opportunity for ACY Securities to grow our footprint globally and to strengthen our presence in the Global Markets.</p>

<p>Combining Synergy FX&#39;s impressive track record with ACY Securities in-house capabilities in financial insight, demand management and state of art technology and education puts us in a unique position to assist more institutions and retail traders to take advantage of the changing derivative industry.</p>

<p>We offer ultra-fast order execution, liquidity from 16 global banks, direct access to Equinix Servers in New York and Asia and a No Dealing Desk system. All these ensure that all traders have access to a fast, efficient and transparent trading environment.</p>

<p>ACY Securities is a multi-licensed regulated financial derivatives broker with licenses in both Australia (ASIC: AFSL 403863) and Vanuatu (VFSC: 012868).</p>

<p>As a financial services provider, ACY Securities complies with strict regulatory requirements including managing capital and audits.</p>
",N/A
130,149,"Credit Financier Invest (CFI) Ltd, Credit Financier Invest (Mauritius) Limited","CIF License No.179/12, DFSA F003933, FRN 828955","1998, 2020",100+,Cyprus,"<p>The CFI Financial Group is an award-winning trading provider, possessing more than 23 years of experience and operating through different entities around the world including London, Larnaca, Beirut, Amman, Dubai, Port Louis, and others.</p>

<p>CFI offers highly competitive trading conditions with spreads from zero pips, zero commissions, fast execution, and no minimum deposit on 7000+ Stocks, Forex, Commodities, Indices, and ETFs from 18+ global markets. In addition, the Group is renowned for its top-notch client support, daily technical reports, free webinars, and dedicated account managers, ensuring a best-in-class trading experience for clients in 100+ countries.</p>

<p>Our foundation is based on the essentials which are continuously optimized towards excellence. This allows us to focus on the new and unique, establishing ourselves as cutting-edge market leaders ahead of the pack and getting closer to our mission to provide the ultimate trading experience to our clients.<br />
<br />
At CFI, you do business with passionate financial market veterans who have perfected the art of offering customized solutions catering to the needs of every client. Speak to one of our experts to find out why CFI is an industry leader and preferred trading services provider.</p>","Jordan, Lebanon, Mauritius, United Arab Emirates, United Kingdom"
131,150,"Binance UAB",N/A,2017,200+,"Cayman Islands","<p>Beyond operating the world&#39;s leading cryptocurrency exchange, Binance spans an entire ecosystem.</p>

<ul>
	<li>Binance Exchange is the largest crypto exchange by trade volume and one of the fastest in the world;</li>
	<li>Binance Charity is a not-for-profit foundation dedicated to advancing blockchain-enabled philanthropy and global sustainable development;</li>
	<li>Binance Info is a crypto-encyclopedia; an open and objective information aggregation platform where anyone can contribute;</li>
	<li>Binance Labs is an infrastructure impact fund and an initiative to incubate, invest in, and empower blockchain projects;</li>
	<li>Binance Launchpad is the exclusive token launch platform for entrepreneurs to bring the most transformative crypto projects to life;</li>
	<li>Binance Research provides institutional-grade research reports, data-driven insights and analysis for investors in the crypto space;</li>
	<li>The official wallet of Binance, Trust Wallet is a secure, decentralized wallet where users can send, receive and store their digital assets;</li>
	<li>Binance Chain is a community-driven blockchain software system, with developers and contributors from all over the world. Binance DEX is the decentralized exchange feature developed on top of Binance Chain.</li>
</ul>
","USA, United Kingdom, Singapore, Malta, Austria, Brazil, Bulgaria, Canada, Columbia, Finland, France, Germany, Hong Kong, Hungary, India, Israel, Italy, Lithuania, Mexico, Netherlands, Norway, Peru, Philippines, Poland, Portugal, Romania, Russia, Slovenia, South Africa, Spain, Sweden, Switzerland, Taiwan, Thailand, Turkey, Ukraine, Uruguay, Venezuela, Vietnam "
132,152,"MEX Australia Pty LTD, MEX Pacific (V) Ltd","<a href=""https://multibankfx.com/about/regulations"">MEX Group licenses and regulations</a>",2005,200+,Australia,"<p>MEX EXCHANG<img alt="""" src=""/upload/Imagini_Descriere/MEX_Exchange-description.jpg"" style=""float:left; height:250px; width:300px"" />E was established in Sydney, Australia in 2012. Since its launch MEX Exchange has evolved with advancements of FX and our Regulatory Environment and has set itself as one of the most well regarded institutions in the industry.</p>

<p>Serving individuals, introducing brokers and institutions, MEX EXCHANGE offers advanced trading platforms and the tightest pricing in the ﬁeld of online ﬁnancial trading in products, including Foreign Exchange, Metals (Gold &amp; Silver), Stocks and CFDs.</p>

<p>MEX&rsquo;s management is built from a senior team of experts that have all been in traders at some point in their career, making it very easy for us to understand our trader&rsquo;s needs. The teams sole purpose is to ensure that MEX&rsquo;s offering stays competitive, relevant and innovative.</p>

<p>MEX is utilising state of the art Equinix Datacentres in New York&rsquo;s NY4 as well as London&rsquo;s LD4 along with oneZero connectivity that allows MEX to choose from leading tier one liquidity providers to create customized liquidity pools that meet their trader&rsquo;s unique needs. Put simply this means that we are all about systemically tailoring the pricing to suit your trading strategy and keep costs low as possible for you.</p>

<p><em>&nbsp;</em>All of our infrastructure and technology is supported by our carefully selected array of advanced trading tools.&nbsp; We have had our super knowledgeable and experienced team select a vast array of trading technology, tools and systems with one single minded proposition &ndash; to help our traders to make more informed decisions more often.</p>
",N/A
133,153,"Squared Financial (Seychelles) Ltd, Squared Financial (Cyprus) Limited","<a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/43653/"">CySEC under license no. 329/17</a>, <a href=""https://fsaseychelles.sc/search-business/squared-financial-seychelles-ltd"">FSA SC under license no. SD024</a>",2005,100+,Cyprus,"<p><img alt="""" src=""https://portal-sc.squaredfinancial.com/uploads/public/banners/2021/07/30/babff3b65d83ec72318ad39cc6bfa539.gif"" style=""float:left; height:250px; width:300px"" />Squared Financial is an award-winning fintech that combines 15 years of experience, and offers, since 2005, more than 10,000 financial products and services and an easy and fast access to global markets.</p>

<p>The company&#39;s world class customer support and fintech will help clients manage, grow and diversify their investments. Being an authorized and regulated financial firm, Squared Financial is the ideal partner for individual and institutional investors. It combines financial market expertise with dedicated customer support and offers a flexible state-of-the-art solution which works for first-time traders as well as professional investors.</p>

<p>Its extensive range of financial instruments allows investors to address their investment needs. They can create a portfolio and trade energies, forex, metals, indices, cryptos, and more. They can also benefit from various investment strategies if they don&rsquo;t have the time or knowledge to trade for themselves.</p>

<p>The company&rsquo;s relationships are built on transparency, trust and integrity. The safety of clients&rsquo; funds is ensured as the firm works with reputable international banking institutions and is fully complied with the regulations. Squared Financial&rsquo;s continued success is driven by its people. Its dynamic and committed team offers constant support 24/5 to help clients succeed in their trading journey.</p>

<p>Squared Financial partnered up with Trading Central to offer clients daily live market news, direct access to an economic calendar, and daily technical analysis of the major market instruments.</p>

<p>Squared Financial is a trading name of Squared Financial (CY) Limited, fully licensed and regulated by the Cyprus Securities and Exchange Commission &ndash; CySEC (license number: 329/17) and is also a Member of the Investor Compensation Fund (ICF). SquaredFinancial (Seychelles) Ltd is a company registered in the Republic of Seychelles, company number: 8423788-1 authorized and regulated by the Financial Services Authority. FSA license number: SD024.</p>
",Seychelles
134,154,"Black Bull Group Limited, Blackbull Group UK Limited, BBG Limited","<a href=""https://www.fma.govt.nz/compliance/amlcft/reporting-entities/black-bull-group-limited-trading-as-black-bull-markets-2/"">FSPR reg. no. FSP403326</a>, <a href=""https://fsaseychelles.sc/search-business/bbg-limited-t-a-blackblull-markets"">FSA Seychelles SD045</a>",2014,40+,"New Zealand","<p>Bla<img alt="""" src=""/upload/Imagini_Descriere/BlackBull-Markets-banner.png"" style=""float:left; height:250px; width:300px"" />ckBull Markets was founded in Auckland, the technology-focused, financial capital of New Zealand. In 2014, BlackBull Markets&rsquo; founders decided to collaborate in the equities retail space with the goal of providing clients with the best trading experience.</p>

<p>Today, Blackbull Markets serves tens of thousands of traders from 180+ different countries, and energetically pursue opportunities to further improve their clients&rsquo;&nbsp;platform trading&nbsp;experience.</p>

<p>BlackBull Markets is a true regulated&nbsp;<a href=""https://blackbullmarkets.com/en/trading/ecn-liquidity/"">ECN broker</a>.</p>

<p>BlackBull Markets offers access to 300+ tradable instruments (Equities, FX, CFDs, Commodities) on MetaTrader 4, MetaTrader 5, and WebTrader.&nbsp;</p>

<p>The BlackBull Markets mission is to provide traders with a superior trading experience through innovative technology and exceptional customer service.&nbsp;</p>

<p>BlackBull Markets provides access to hundreds of different markets for traders who want to diversify their portfolio after outgrowing their traditional investing platforms.</p>

<p>BlackBull Markets continuously improves its offerings and services to meet the evolving needs of traders, and to be a trusted leader in the financial markets.</p>","Seychelles, United Kingdom"
135,155,"Blueberry Markets Pty Ltd, Eightcap Global Ltd,  Eightcap Pty Ltd","AFSL 391441, SIA-F220",2016,40+,,"<p><img alt="""" src=""/upload/Imagini_Descriere/Blueberry_Markets-description.gif"" style=""float:left; height:250px; width:300px"" />Blueberry Markets was founded in 2016 by Former AxiTrader executive&nbsp;<a href=""https://au.linkedin.com/in/dean-hyde9"" target=""_blank"">Dean Hyde</a>, who wanted to launch a new Retail Forex brand known for its low spreads and high level of client service. 30,000 traders traders later, we&rsquo;re now Australia&#39;s most trusted* broker, providing opportunities to over 300 instruments across a range of global markets.</p>

<p>We always put&nbsp;the client first. Traders are at the fore-front of everything we do. We are a ASIC and SCB licensed broker with a passion to provide traders around the world with superior platform, ultra- tight spreads and a demonstrated commitment to support our clients 24/7.</p>
",
136,156,"KEY TO MARKETS INTERNATIONAL Limited, KEY TO MARKETS Limited","<a href=""https://register.fca.org.uk/s/firm?id=001b000000NMd9HAAT"">FCA UK 527809</a>, <a href=""https://www.fscmauritius.org/en/supervision/register-of-licensees/register-of-licensees-details?licence_no=GB19024503&key=&cat=GB&code="">FSC MU GB19024503</a>",2010,20+,"Mauritius, United Kingdom","<p><img alt="""" src=""/upload/Imagini_Descriere/KeyToMarkets_description.png"" style=""float:left; height:250px; width:300px"" />Key to Markets is an independent brokerage firm offering access to financial markets for institutional investors, companies and private Traders.</p>

<p>Our company offers a wide range of products and tools as well as an excellent customer service aiming to provide our clients with a complete and innovative trading experience.</p>

<p>A team of experts with a clear and effective approach make Key to Markets a trusted partner for both professional and private investors.</p>

<p>Key to Markets is one of the fewest brokers continuing offering a REAL ECN account.&nbsp;</p>
",Mexico
137,157,"Riston Capital Limited","<a href=""https://freshforex.com/company/legal/"">20623 IBC 2021</a>",2004,50+,"Saint Vincent and the Grenadines","<p><img alt="""" src=""/upload/Imagini_Descriere/FreshForex-description.jpg"" style=""float:left; height:250px; width:300px"" />Broker FreshForex has been working in the financial sector since 2004. Today FreshForex offers users a wide range of services, including operations in Forex, CFDs on metals, indices, securities and energy, a variety of cryptocurrencies, as well as the Smart Bridge Technology transaction hedging service. In addition, the broker offers its clients the opportunity to learn how to trade, extensive bonus and partner programs, as well as round-the-clock technical support.</p>

<p>Currently, FreshForex operates in more than 158 countries with a huge number of active users. The broker has about thirty awards, including Best Trading Experience, Best Trading Conditions Award, Best Bonus Program and Best Customer Service (from MasterForex-V).</p>

<p>An additional factor testifying to the reliability of the organization is the availability of liquidity providers with a European license.</p>

<p>Clients are offered several accounts for various trading options and more than 140 financial instruments. The extensive training section helps not only beginners in mastering the basics of trading, but also experienced investors who want to develop their skills. You can work with this company, especially since there are extensive bonus and partner programs, where everyone who does it can earn extra money or receive points for use when performing transactions in the market.</p>
",N/A
138,158,"Geomatrix Ltd","<a href=""https://www.fsc.gov.ck/cookIslandsFscApp/content/home"">ICA 12767/2018</a>",2016,N/A,"Cook Islands","<p><img alt="""" src=""/upload/Imagini_Descriere/4XC-description.jpg"" style=""float:left; height:250px; width:300px"" />4XC is the kind of company that wants to be different than the other brokers. Being traders ourselves, we understand the importance of adding these values to our client&#39;s trading experience, for example, applying the highest trading standards and stronger safety measures for our client&#39;s funds.</p>

<p>Added value to our clients is at the forefront of everything we do, from best prices through to education, assisting them to boost their trading experience to the next level.</p>

<p>Our business model relies on the success of our clients. We have created a place where we can aggregate technology, innovation, ultra-low spreads, fast execution combined with exceptional customer service.</p>

<p>Being an execution-only broker with no dealing desk, we accept all types of traders and trading strategies, creating the optimal environment for success.</p>

<p>We are working on a social trading solution, to add extra solutions for our clients.</p>",N/A
139,159,"Skilling (Seychelles) Ltd, Skilling Ltd","<a href=""https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/79572/"">CIF 357/18</a>, <a href=""http://www.fsaseychelles.sc/index.php/regulated-entities/capital-markets"">FSA SD042</a>",2016,70+,Cyprus,"<p><img alt="""" src=""/upload/Imagini_Descriere/Skilling-description.png"" style=""float:left; height:250px; width:300px"" />We are a Scandinavian-owned fintech company with a straightforward purpose: to make trading simple and accessible to everyone in a transparent and secure environment. We don&rsquo;t believe trading is just for traders. We believe in trading for everyone.</p>

<p>To make your trading journey as smooth as possible, we offer a choice of three reliable and user-friendly trading platforms (Skilling trader, Ctrader, MT4) as well as a friendly and qualified customer support team with a personal touch.&nbsp;</p>

<p>Traders can take advantage of a wide and growing range of markets spanning over 900 tradable instruments, while also having the option to request tradable instruments of their choice (subject to approval and availability). Skilling provides one of the largest Crypto CFD offerings in the market, with ultra-fast order execution time (under 6ms), minimal downtime and slippage.</p>

<p>Joining Skilling is easy, with auto-verification available for a number of EU countries (with some exceptions). Registered and regulated, the firm ensures safety and security for its clients, with customer funds held in segragated institutional banks, with added protection under CySEC legislation.&nbsp;<br />
&nbsp;<br />
We pride ourselves on our integrity and our drive to giving traders what they want and do things the right way. Our goal is to meet your needs while build a reputation as a solid, leading, international broker.</p>","Spain, United Kingdom"
140,160,"Charlgate SVG LLC","1112 LLC 2021",2017,10+,"Saint Vincent and the Grenadines","<p><img alt="""" src=""/upload/Imagini_Descriere/Fxview-description.jpg"" style=""float:left; height:250px; width:300px"" /></p>

<p>Fxview was established in 2017 and is owned and operated by Charlgate Ltd, a company licensed by the Cyprus Securities and Exchange Commission (CySEC) under registration number 372060 and license number 367/18.&nbsp;</p>

<p>Fxview Global (Charlgate SVG LLC) is registered in St. Vincent and the Grenadines.</p>

<p>The companies within the group are also registered with various regulators around the globe. Fxview is an ECN, NDD (no dealing desk) broker. They provide clients with pure ECN spreads straight from their liquidity providers, and all orders are electronically executed at the best available prices in the market, without dealing desk intervention.</p>

<p>Fxview offer CFDs on a wide range of instruments including major, minor and exotic Currency Pairs, Stocks, Commodities, Indices, and Cryptocurrencies (Global only).</p>
",India
141,161,"Pacific Union (Seychelles) Limited, Pacific Union LLC","FSA SC SD050, FSA SVG 271 LLC 2020",2015,20+,"Seychelles, Saint Vincent and the Grenadines, Australia","<p><img alt="""" src=""/upload/Imagini_Descriere/PU_PRIME-description.png"" style=""float:left; height:292px; width:350px"" />Since being founded in 2015, PU Prime has grown into a world-leading online broker.</p>

<p>Pu Prime offers 200+ products, whilst delivering an innovative trading facility for assets such as forex, indices, commodities, shares and cryptocurrencies.</p>

<p>As a service-focused, global online trading brokerage, PU Prime provides multilingual services to 120 countries and regions. As they support&nbsp;17 languages, PU Prime puts easy trading at your fingertips - wherever in the world you might be.</p>

<p>PU Prime uses a No Dealing Desk model and works with major liquidity providers to keep our spreads at industry-leading lows. This can go as low as 0.0 pips in times of high liquidity.&nbsp;</p>

<p>PU Prime is regulated by trusted regulatory bodies including the St. Vincent and the Grenadines Financial Services Authority (SVGFSA). All client funds are held in a segregated account for your protection.</p>

<p>PU Prime continuously invest in the latest and best technology to ensure not just fast, but robust execution. Our incidence of slippage and requotes have only gone down over the years, and PU Prime now has some of the best rates in the world.</p>",N/A
142,162,"Equiti Group Ltd, Equiti Capital UK, EGM Securities, Equiti Securities Currencies Brokers LLC, Equiti Brokerage (Seychelles) Limited","<a href=""https://www.jsc.gov.jo/page/en/licensed_to_deal_in_foreign_exchanges"">JSC</a>, FSA Seychelles SD064",2008,300+,"United Kingdom, Jordan, Cyprus, United Arab Emirates","<p>Equiti provides a trading portal for forex, US markets, cryptos and 480+ CFDs on MT4/MT5. Equiti offers great rates, fast speeds &amp; real human support.</p>

<p>With Equiti you can trade on your terms with a trusted partner.</p>

<p>Equiti mission is to deliver financial opportunities to the world in progressive and emerging markets. Equiti Brokerage is licensed by the Seychelles Financial Services Authority and is a subsidiary of the Equiti Group.</p>

<ol>
	<li><strong>High tech&nbsp;</strong>- Access potential from global financial exchanges with the tools clients need to make independent choices &amp; kick-start your trading strategies.</li>
	<li><strong>Low rates</strong>&nbsp;- Independent, deep liquidity pools with aggregated best available prices &amp; products that allow client&nbsp;needs to be prioritised without bias.</li>
	<li><strong>Trusted broker</strong><big> -</big>&nbsp;Protecting global clients by safeguarding private data, keeping funds segregated &amp; refusing to merge any client assets with&nbsp;business needs.</li>
</ol>
","Armenia, Colombia, Kenya"
143,163,"Global Trade Capital Ltd (UAE), GTC Global Ltd. (Nigeria), Global Trade Capital Ltd. (Vietnam), Global Trade Capital Ltd. (Malaysia), GTC Marketing (Eqypt)","<a href=""https://www.sca.gov.ae/en/open-data/brokers/commodity-brokers.aspx#page=1"">SCA UAE 988925</a>, <a href=""https://www.fscmauritius.org/en/supervision/register-of-licensees?act=All&cat=all&actcat=All+Relevant+Acts&strname=GTC&txtval="">FSC MU GB22200292</a>, <a href=""https://www.vfsc.vu/wp-content/uploads/2022/11/Financial-Dealers-Licensee-List-Dated-25-November-2022.pdf"">VFSC 40354</a>","2007, 2002, 2002, 2002, 2002",100+,"United Arab Emirates","<p><img alt="""" src=""/upload/Imagini_Descriere/GTC-description.png"" style=""float:left; height:250px; width:300px"" />The leadership behind GTC FX has a wealth of experience in banking, trading and financial technology and are committed to help the clients to succeed in the financial market.</p>

<p>GTC has continued to strive to ensure that prices, trading points, fees and margins are competitive. Trading leverage can reach 500:1 making it easy for the clients to take advantage of the dynamics of the market and advanced online forex trading strategies for profit.&nbsp;</p>

<p>GTC&nbsp;ensures strict supervision so that the company is transparent, credible, and safe. GTC is a legally licensed and regulated company. Due to the needs of the financial supervision bureau, GTC submits financial reports, transaction data, and customer data every day. At&nbsp;GTC, you can trade more transparently and safely.</p>","Nigeria, Vietnam, Malaysia, Egypt"
144,164,"Alvar Financial Services Limited","<a href=""https://www.fsc.gi/regulated-entity/alvar-financial-services-limited-17009"">GFSC 105224</a>, <a href=""https://register.fca.org.uk/s/firm?id=001b000000NMgyqAAD"">FCA UK 597312</a>",2009,100+,"Gibraltar, United Kingdom","<p><img alt="""" src=""/upload/Imagini_Descriere/Intertrader-banner.png"" style=""float:left; height:145px; width:350px"" />Intertrader was founded in 2009 to help make the financial markets accessible to all. Intertrader clients trade thousands of markets around the clock via their custom MT5 web and desktop platforms.</p>

<p>They also offer mobile trading for traders on the move, along with a free suite of trading tools to support your trading decisions, including pro-level charts, pattern analysis and live market news.</p>

<p>Intertrader has a 13-year track record of providing an exceptional service:</p>

<ul>
	<li>City of London Wealth Management Awards: Best Spread Betting Provider 2019</li>
	<li>Investment Trends: Best Value For Money Award 2018, 2017, 2015 and 2013</li>
	<li>MoneyAge Awards: Best Spread Betting Operator of the Year 2018, 2017</li>
	<li>FX Empire Awards: Best CFD Provider 2016</li>
	<li>eGaming Review Awards: Spread and Financial Operator of the Year 2016</li>
</ul>

<p>Intertrader is a trading name of Alvar Financial Services Limited, which is authorised and regulated by the Gibraltar Financial Services Commission (ref FSC1108MIF) and subject to limited regulation with the Financial Conduct Authority in the United Kingdom (ref 597312).</p>
",N/A
145,165,"ICM Capital Limited (UK), ICM Capital Limited (MU), ICM Capital (Labuan) Limited, ICM Capital LLC (VC), ICM House AG (Zurich, Switzerland), ICM House KB, ICM LLC (Qatar), ICM Limited (UAE)","FSC MU C118023357, FCA UK 520965 (Professional only), FSA Labuan MB/18/0029, FSA SVG 1853 LLC 2022, ARIF CHE-497.911.976, CABS 969792-7961, QFC 00908, ADGM FSRA 210045",2009,350+,"United Kingdom, United Arab Emirates, Qatar, Turkey, Malaysia, Chile","<p><img alt="""" src=""/upload/Imagini_Descriere/ICM-banner.jpg"" style=""float:left; height:250px; width:300px"" />ICM.com was established in December 2009 in London, United Kingdom.</p>

<p>Ever since, the brand has grown into a multi-regulated financial services provider that offers access to a diverse range of trading products. These include currencies, commodities, stocks, indices, CFDs, futures, and cryptocurrencies. When trading with ICM.com clients can enjoy superior trading conditions, low spreads, ultra-fast execution, and flexible leverage, using award-winning platforms such as MT4 MT5, cTrader, and ICM Securities.&nbsp;</p>

<p><strong>Explore Endless Benefits while Trading with an Award-winning Investment Provider.</strong></p>

<ul>
	<li>5000 + Investment Instruments;</li>
	<li>Currencies, Commodities, Cryptos, Stocks;</li>
	<li>Civil Liability Insurance on your Trading Accounts Covered up to &pound;5 Million*;</li>
	<li>ICM Cashier - Fast and Efficient Global Account Funding and Withdrawals;</li>
	<li>Best Possible Trading Conditions;</li>
	<li>Ultra-fast Execution, Competitive Spreads, Aggregated Liquidity.</li>
</ul>

<p><strong>Innovative Partnership Solutions</strong></p>

<ul>
	<li>Fix API, access to real-time monitoring tools to control risks, Tier 1 banks liquidity provider;</li>
	<li>MAM and PAMM, Affiliates Programme, While Label SolutionsMT4 &amp; MT5 Bridges, real-time risk management;</li>
	<li>Competitive and customisable pay-outs, award-winning reporting portal, prime brokerage environment;</li>
	<li>Multi-market access, no dealing desk intervention.</li>
</ul>
","Sweden, Switzerland, Thailand, Indonesia, Vietnam, Uruguay, Mauritius,  Saint Vincent and the Grenadines"
146,166,"INGOT Brokers PTY LTD, INGOT Financial Brokerage Ltd, INGOT Global Ltd, INGOT AFRICA LTD","ASIC 428015, FSA SC SD117, JSC 3/1/00829/21, CMA KE 173","2011, 2019, 2020, 2022",N/A,"Australia, Jordan","<p><img alt="""" src=""/upload/Imagini_Descriere/Ingot-Brokers-banner.png"" style=""float:left; height:250px; width:300px"" />INGOT Global Ltd is a premium multi-asset brokerage firm aimed at making financial markets easily available and accessible to traders of all kinds.</p>

<p>Characterized with professionalism and transparency, INGOT Brokers has fostered and sustained a world-class trading environment with the highest quality of online financial services.</p>

<p>The Company provides traders with an award-winning platform, excellent trading conditions, great liquidity, and accessibility to financial markets, consequently delivering a unique trading experience.</p>

<p>Additionally, INGOT Brokers&rsquo; teams go the extra mile in supporting and assisting clients with whatever they need, regardless of their experience level.</p>
",Seychelles
147,167,"Global Market Index Limited, Global Market Index LLC","FSC MU C118023454",2006,N/A,"United Kingdom, Taiwan","<p><img alt="""" src=""/upload/Imagini_Descriere/gmi-markets-banner.jpg"" style=""float:left; height:250px; width:301px"" />GMI has been in business since 2009 and they are considered one of the largest Forex and CFD broker&nbsp;in the world.&nbsp;</p>

<p>GMI superior technology solutions,&nbsp;stable and safe trading environments, which are based on 7 trading centers located around the world have made GMI world famous.</p>

<p>GMI serves over 1 million traders around the world who enjoy our low costs, 99.999% in trading platform uptime, and constant technological and financial innovations.</p>
",Malaysia
148,168,"ActivTrades PLC, ActivTrades Corp, ActivMarkets – Empresa de Investimento, S.A.","FCA UK registration number: 434413, SCB registration number: 199667 B., CSSF registration number B232167",2001,250+,"United Kingdom","<p><img alt="""" src=""/upload/Imagini_Descriere/ActivTrades-banner.jpg"" style=""float:left; height:250px; width:300px"" />From the beginnings, two decades ago, ActivTrades vision has always been to bring a range of different asset classes together and make them accessible to as many people as possible. This is the ActivTrades way.</p>

<p>Democratising markets, educating the public in financial literacy, and offering the ability to trade the world&rsquo;s markets in an affordable and accessible way. They believe that trading is an activity that should be open to all and our mission is to level the playing field.</p>

<p>Since 2001, ActivTrades has been a pioneer in online trading. Initially ActivTrades gained expertise in making FX markets available to retail traders, over the years they have expanded to include commodities, shares, indices, crypto, ETFs and bonds.</p>

<p>Today, ActivTrades prides itself on being a true multi-asset brokerage with unbeatable trading conditions and a range of value added tools and services for its clients.</p>

<p>ActivTrades mission is to bring innovation to all products by offering cutting-edge technology, 24/5&nbsp;customer support and a broad knowledge base to their customers, who continue to grow worldwide.</p>","Luxembourg, Italy, Bahamas, Bulgaria, Portugal, Brazil"
149,169,"STARTRADER LLC, STARTRADER International PTY Limited, STARTRADER Ltd","FSA SVG registration number 228 LLC 2019, FSA SC registration number SD049",2019,N/A,"Saint Vincent and the Grenadines","<p><img alt="""" src=""/upload/Imagini_Descriere/Startrader-banner.png"" style=""float:left; height:250px; width:300px"" />STARTRADER is one of the world&rsquo;s fastest-growing brokers.</p>

<p>Bringing over 16+ years of market expertise, they are an international broker with whom you can trade CFDs in hundreds of instruments across six asset classes &ndash; forex, crypto, metals, indices, commodities, and shares.</p>

<p>Known for our customer-centric approach, they stop at nothing to ensure that their clients have all the tools and information they need to start their trading journey; that includes a flexible trading environment with ultra-fast execution.</p>

<p>Their mission is to continue enabling our clients and partners to access global financial markets and attain financial freedom in a flexible and reliable environment.</p>","Hong Kong, Cyprus, Seychelles"
